,date,price,model,product,product_type,federal_okrug
490,2024-09-09,520.61,Exponential smoothing,Говядина,лопатка,Москва
491,2024-09-16,521.09,Exponential smoothing,Говядина,лопатка,Москва
492,2024-09-23,522.16,Exponential smoothing,Говядина,лопатка,Москва
493,2024-09-30,523.53,Exponential smoothing,Говядина,лопатка,Москва
494,2024-10-07,526.24,Exponential smoothing,Говядина,лопатка,Москва
495,2024-10-14,534.03,Exponential smoothing,Говядина,лопатка,Москва
496,2024-10-21,540.17,Exponential smoothing,Говядина,лопатка,Москва
497,2024-10-28,544.1,Exponential smoothing,Говядина,лопатка,Москва
498,2024-11-04,547.32,Exponential smoothing,Говядина,лопатка,Москва
499,2024-11-11,549.54,Exponential smoothing,Говядина,лопатка,Москва
500,2024-11-18,549.07,Exponential smoothing,Говядина,лопатка,Москва
501,2024-11-25,548.76,Exponential smoothing,Говядина,лопатка,Москва
502,2024-12-02,548.51,Exponential smoothing,Говядина,лопатка,Москва
503,2024-12-09,548.1,Exponential smoothing,Говядина,лопатка,Москва
504,2024-12-16,547.99,Exponential smoothing,Говядина,лопатка,Москва
505,2024-12-23,547.75,Exponential smoothing,Говядина,лопатка,Москва
506,2024-12-30,547.15,Exponential smoothing,Говядина,лопатка,Москва
507,2025-01-06,546.27,Exponential smoothing,Говядина,лопатка,Москва
508,2025-01-13,546.88,Exponential smoothing,Говядина,лопатка,Москва
509,2025-01-20,546.06,Exponential smoothing,Говядина,лопатка,Москва
510,2024-07-01,522.95,NeuralProphet,Говядина,лопатка,ПФО
511,2024-07-08,494.06,NeuralProphet,Говядина,лопатка,ПФО
512,2024-07-15,552.55,NeuralProphet,Говядина,лопатка,ПФО
513,2024-07-22,538.54,NeuralProphet,Говядина,лопатка,ПФО
514,2024-07-29,511.14,NeuralProphet,Говядина,лопатка,ПФО
515,2024-08-05,477.76,NeuralProphet,Говядина,лопатка,ПФО
516,2024-08-12,517.38,NeuralProphet,Говядина,лопатка,ПФО
517,2024-08-19,515.87,NeuralProphet,Говядина,лопатка,ПФО
518,2024-08-26,518.98,NeuralProphet,Говядина,лопатка,ПФО
519,2024-09-02,498.02,NeuralProphet,Говядина,лопатка,ПФО
520,2024-09-09,488.14,NeuralProphet,Говядина,лопатка,ПФО
521,2024-09-16,524.72,NeuralProphet,Говядина,лопатка,ПФО
522,2024-09-23,521.74,NeuralProphet,Говядина,лопатка,ПФО
523,2024-09-30,476.23,NeuralProphet,Говядина,лопатка,ПФО
524,2024-10-07,472.51,NeuralProphet,Говядина,лопатка,ПФО
525,2024-10-14,510.73,NeuralProphet,Говядина,лопатка,ПФО
526,2024-10-21,476.98,NeuralProphet,Говядина,лопатка,ПФО
527,2024-10-28,469.38,NeuralProphet,Говядина,лопатка,ПФО
528,2024-11-04,562.5,NeuralProphet,Говядина,лопатка,ПФО
529,2024-11-11,490.83,NeuralProphet,Говядина,лопатка,ПФО
530,2024-11-18,499.29,NeuralProphet,Говядина,лопатка,ПФО
531,2024-11-25,498.72,NeuralProphet,Говядина,лопатка,ПФО
532,2024-12-02,491.43,NeuralProphet,Говядина,лопатка,ПФО
533,2024-12-09,458.52,NeuralProphet,Говядина,лопатка,ПФО
534,2024-12-16,484.58,NeuralProphet,Говядина,лопатка,ПФО
535,2024-12-23,462.13,NeuralProphet,Говядина,лопатка,ПФО
536,2024-12-30,445.17,NeuralProphet,Говядина,лопатка,ПФО
537,2025-01-06,466.21,NeuralProphet,Говядина,лопатка,ПФО
538,2025-01-13,463.56,NeuralProphet,Говядина,лопатка,ПФО
539,2025-01-20,451.7,NeuralProphet,Говядина,лопатка,ПФО
540,2024-07-01,464.08,NeuralProphet,Говядина,лопатка,СЗФО
541,2024-07-08,444.45,NeuralProphet,Говядина,лопатка,СЗФО
542,2024-07-15,484.27,NeuralProphet,Говядина,лопатка,СЗФО
543,2024-07-22,471.14,NeuralProphet,Говядина,лопатка,СЗФО
544,2024-07-29,456.03,NeuralProphet,Говядина,лопатка,СЗФО
545,2024-08-05,431.86,NeuralProphet,Говядина,лопатка,СЗФО
546,2024-08-12,462.11,NeuralProphet,Говядина,лопатка,СЗФО
547,2024-08-19,459.22,NeuralProphet,Говядина,лопатка,СЗФО
548,2024-08-26,469.93,NeuralProphet,Говядина,лопатка,СЗФО
549,2024-09-02,453.62,NeuralProphet,Говядина,лопатка,СЗФО
550,2024-09-09,451.56,NeuralProphet,Говядина,лопатка,СЗФО
551,2024-09-16,467.14,NeuralProphet,Говядина,лопатка,СЗФО
552,2024-09-23,467.93,NeuralProphet,Говядина,лопатка,СЗФО
553,2024-09-30,423.52,NeuralProphet,Говядина,лопатка,СЗФО
554,2024-10-07,416.84,NeuralProphet,Говядина,лопатка,СЗФО
555,2024-10-14,443.1,NeuralProphet,Говядина,лопатка,СЗФО
556,2024-10-21,420.41,NeuralProphet,Говядина,лопатка,СЗФО
557,2024-10-28,415.83,NeuralProphet,Говядина,лопатка,СЗФО
558,2024-11-04,481.84,NeuralProphet,Говядина,лопатка,СЗФО
559,2024-11-11,433.01,NeuralProphet,Говядина,лопатка,СЗФО
560,2024-11-18,442.6,NeuralProphet,Говядина,лопатка,СЗФО
561,2024-11-25,444.7,NeuralProphet,Говядина,лопатка,СЗФО
562,2024-12-02,438.9,NeuralProphet,Говядина,лопатка,СЗФО
563,2024-12-09,416.57,NeuralProphet,Говядина,лопатка,СЗФО
564,2024-12-16,435.92,NeuralProphet,Говядина,лопатка,СЗФО
565,2024-12-23,418.6,NeuralProphet,Говядина,лопатка,СЗФО
566,2024-12-30,411.33,NeuralProphet,Говядина,лопатка,СЗФО
567,2025-01-06,416.91,NeuralProphet,Говядина,лопатка,СЗФО
568,2025-01-13,427.56,NeuralProphet,Говядина,лопатка,СЗФО
569,2025-01-20,415.87,NeuralProphet,Говядина,лопатка,СЗФО
570,2024-07-01,586.97,Exponential smoothing,Говядина,лопатка,СФО
571,2024-07-08,588.38,Exponential smoothing,Говядина,лопатка,СФО
572,2024-07-15,590.03,Exponential smoothing,Говядина,лопатка,СФО
573,2024-07-22,589.86,Exponential smoothing,Говядина,лопатка,СФО
574,2024-07-29,588.32,Exponential smoothing,Говядина,лопатка,СФО
575,2024-08-05,582.07,Exponential smoothing,Говядина,лопатка,СФО
576,2024-08-12,573.89,Exponential smoothing,Говядина,лопатка,СФО
577,2024-08-19,564.66,Exponential smoothing,Говядина,лопатка,СФО
578,2024-08-26,555.32,Exponential smoothing,Говядина,лопатка,СФО
579,2024-09-02,546.24,Exponential smoothing,Говядина,лопатка,СФО
580,2024-09-09,537.13,Exponential smoothing,Говядина,лопатка,СФО
581,2024-09-16,530.42,Exponential smoothing,Говядина,лопатка,СФО
582,2024-09-23,523.95,Exponential smoothing,Говядина,лопатка,СФО
583,2024-09-30,520.85,Exponential smoothing,Говядина,лопатка,СФО
584,2024-10-07,520.17,Exponential smoothing,Говядина,лопатка,СФО
585,2024-10-14,522.97,Exponential smoothing,Говядина,лопатка,СФО
586,2024-10-21,528.38,Exponential smoothing,Говядина,лопатка,СФО
587,2024-10-28,533.26,Exponential smoothing,Говядина,лопатка,СФО
588,2024-11-04,537.73,Exponential smoothing,Говядина,лопатка,СФО
589,2024-11-11,538.75,Exponential smoothing,Говядина,лопатка,СФО
590,2024-11-18,537.17,Exponential smoothing,Говядина,лопатка,СФО
591,2024-11-25,532.89,Exponential smoothing,Говядина,лопатка,СФО
592,2024-12-02,526.57,Exponential smoothing,Говядина,лопатка,СФО
593,2024-12-09,517.39,Exponential smoothing,Говядина,лопатка,СФО
594,2024-12-16,509.95,Exponential smoothing,Говядина,лопатка,СФО
595,2024-12-23,505.2,Exponential smoothing,Говядина,лопатка,СФО
596,2024-12-30,505.81,Exponential smoothing,Говядина,лопатка,СФО
597,2025-01-06,510.42,Exponential smoothing,Говядина,лопатка,СФО
598,2025-01-13,518.05,Exponential smoothing,Говядина,лопатка,СФО
599,2025-01-20,524.56,Exponential smoothing,Говядина,лопатка,СФО
600,2024-07-01,517.91,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
601,2024-07-08,520.38,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
602,2024-07-15,525.91,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
603,2024-07-22,530.26,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
604,2024-07-29,533.01,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
605,2024-08-05,533.87,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
606,2024-08-12,534.11,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
607,2024-08-19,534.76,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
608,2024-08-26,533.75,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
609,2024-09-02,533.2,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
610,2024-09-09,531.64,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
611,2024-09-16,531.04,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
612,2024-09-23,529.3,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
613,2024-09-30,526.94,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
614,2024-10-07,526.76,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
615,2024-10-14,526.34,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
616,2024-10-21,527.38,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
617,2024-10-28,527.9,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
618,2024-11-04,528.3,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
619,2024-11-11,528.47,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
620,2024-11-18,527.29,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
621,2024-11-25,527.34,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
622,2024-12-02,528.84,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
623,2024-12-09,530.12,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
624,2024-12-16,531.0,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
625,2024-12-23,530.51,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
626,2024-12-30,531.0,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
627,2025-01-06,531.53,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
628,2025-01-13,530.79,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
629,2025-01-20,530.41,Exponential smoothing,Говядина,лопатка,Санкт-Петербург
630,2024-07-01,538.51,NeuralProphet,Говядина,лопатка,УФО
631,2024-07-08,517.14,NeuralProphet,Говядина,лопатка,УФО
632,2024-07-15,569.42,NeuralProphet,Говядина,лопатка,УФО
633,2024-07-22,548.7,NeuralProphet,Говядина,лопатка,УФО
634,2024-07-29,537.13,NeuralProphet,Говядина,лопатка,УФО
635,2024-08-05,506.28,NeuralProphet,Говядина,лопатка,УФО
636,2024-08-12,534.0,NeuralProphet,Говядина,лопатка,УФО
637,2024-08-19,533.68,NeuralProphet,Говядина,лопатка,УФО
638,2024-08-26,546.41,NeuralProphet,Говядина,лопатка,УФО
639,2024-09-02,530.14,NeuralProphet,Говядина,лопатка,УФО
640,2024-09-09,495.69,NeuralProphet,Говядина,лопатка,УФО
641,2024-09-16,535.76,NeuralProphet,Говядина,лопатка,УФО
642,2024-09-23,522.03,NeuralProphet,Говядина,лопатка,УФО
643,2024-09-30,488.34,NeuralProphet,Говядина,лопатка,УФО
644,2024-10-07,488.93,NeuralProphet,Говядина,лопатка,УФО
645,2024-10-14,525.2,NeuralProphet,Говядина,лопатка,УФО
646,2024-10-21,488.93,NeuralProphet,Говядина,лопатка,УФО
647,2024-10-28,499.24,NeuralProphet,Говядина,лопатка,УФО
648,2024-11-04,571.58,NeuralProphet,Говядина,лопатка,УФО
649,2024-11-11,514.62,NeuralProphet,Говядина,лопатка,УФО
650,2024-11-18,511.45,NeuralProphet,Говядина,лопатка,УФО
651,2024-11-25,524.75,NeuralProphet,Говядина,лопатка,УФО
652,2024-12-02,512.59,NeuralProphet,Говядина,лопатка,УФО
653,2024-12-09,481.02,NeuralProphet,Говядина,лопатка,УФО
654,2024-12-16,499.34,NeuralProphet,Говядина,лопатка,УФО
655,2024-12-23,486.42,NeuralProphet,Говядина,лопатка,УФО
656,2024-12-30,460.81,NeuralProphet,Говядина,лопатка,УФО
657,2025-01-06,473.11,NeuralProphet,Говядина,лопатка,УФО
658,2025-01-13,501.81,NeuralProphet,Говядина,лопатка,УФО
659,2025-01-20,477.71,NeuralProphet,Говядина,лопатка,УФО
660,2024-07-01,524.54,Exponential smoothing,Говядина,лопатка,ЦФО
661,2024-07-08,523.47,Exponential smoothing,Говядина,лопатка,ЦФО
662,2024-07-15,522.83,Exponential smoothing,Говядина,лопатка,ЦФО
663,2024-07-22,521.76,Exponential smoothing,Говядина,лопатка,ЦФО
664,2024-07-29,520.34,Exponential smoothing,Говядина,лопатка,ЦФО
665,2024-08-05,517.35,Exponential smoothing,Говядина,лопатка,ЦФО
666,2024-08-12,513.86,Exponential smoothing,Говядина,лопатка,ЦФО
667,2024-08-19,512.05,Exponential smoothing,Говядина,лопатка,ЦФО
668,2024-08-26,511.75,Exponential smoothing,Говядина,лопатка,ЦФО
669,2024-09-02,512.14,Exponential smoothing,Говядина,лопатка,ЦФО
670,2024-09-09,512.92,Exponential smoothing,Говядина,лопатка,ЦФО
671,2024-09-16,513.09,Exponential smoothing,Говядина,лопатка,ЦФО
672,2024-09-23,511.76,Exponential smoothing,Говядина,лопатка,ЦФО
673,2024-09-30,511.06,Exponential smoothing,Говядина,лопатка,ЦФО
674,2024-10-07,510.86,Exponential smoothing,Говядина,лопатка,ЦФО
675,2024-10-14,512.22,Exponential smoothing,Говядина,лопатка,ЦФО
676,2024-10-21,513.27,Exponential smoothing,Говядина,лопатка,ЦФО
677,2024-10-28,514.53,Exponential smoothing,Говядина,лопатка,ЦФО
678,2024-11-04,514.49,Exponential smoothing,Говядина,лопатка,ЦФО
679,2024-11-11,513.11,Exponential smoothing,Говядина,лопатка,ЦФО
680,2024-11-18,511.87,Exponential smoothing,Говядина,лопатка,ЦФО
681,2024-11-25,511.18,Exponential smoothing,Говядина,лопатка,ЦФО
682,2024-12-02,512.05,Exponential smoothing,Говядина,лопатка,ЦФО
683,2024-12-09,512.67,Exponential smoothing,Говядина,лопатка,ЦФО
684,2024-12-16,511.97,Exponential smoothing,Говядина,лопатка,ЦФО
685,2024-12-23,511.72,Exponential smoothing,Говядина,лопатка,ЦФО
686,2024-12-30,511.82,Exponential smoothing,Говядина,лопатка,ЦФО
687,2025-01-06,512.18,Exponential smoothing,Говядина,лопатка,ЦФО
688,2025-01-13,512.73,Exponential smoothing,Говядина,лопатка,ЦФО
689,2025-01-20,512.75,Exponential smoothing,Говядина,лопатка,ЦФО
690,2024-07-01,499.43,Exponential smoothing,Говядина,лопатка,ЮФО
691,2024-07-08,496.32,Exponential smoothing,Говядина,лопатка,ЮФО
692,2024-07-15,489.64,Exponential smoothing,Говядина,лопатка,ЮФО
693,2024-07-22,480.28,Exponential smoothing,Говядина,лопатка,ЮФО
694,2024-07-29,473.7,Exponential smoothing,Говядина,лопатка,ЮФО
695,2024-08-05,469.21,Exponential smoothing,Говядина,лопатка,ЮФО
696,2024-08-12,464.14,Exponential smoothing,Говядина,лопатка,ЮФО
697,2024-08-19,459.4,Exponential smoothing,Говядина,лопатка,ЮФО
698,2024-08-26,457.61,Exponential smoothing,Говядина,лопатка,ЮФО
699,2024-09-02,457.63,Exponential smoothing,Говядина,лопатка,ЮФО
700,2024-09-09,457.52,Exponential smoothing,Говядина,лопатка,ЮФО
701,2024-09-16,457.32,Exponential smoothing,Говядина,лопатка,ЮФО
702,2024-09-23,456.66,Exponential smoothing,Говядина,лопатка,ЮФО
703,2024-09-30,455.72,Exponential smoothing,Говядина,лопатка,ЮФО
704,2024-10-07,458.23,Exponential smoothing,Говядина,лопатка,ЮФО
705,2024-10-14,463.23,Exponential smoothing,Говядина,лопатка,ЮФО
706,2024-10-21,467.73,Exponential smoothing,Говядина,лопатка,ЮФО
707,2024-10-28,471.87,Exponential smoothing,Говядина,лопатка,ЮФО
708,2024-11-04,475.75,Exponential smoothing,Говядина,лопатка,ЮФО
709,2024-11-11,479.44,Exponential smoothing,Говядина,лопатка,ЮФО
710,2024-11-18,483.0,Exponential smoothing,Говядина,лопатка,ЮФО
711,2024-11-25,486.46,Exponential smoothing,Говядина,лопатка,ЮФО
712,2024-12-02,489.23,Exponential smoothing,Говядина,лопатка,ЮФО
713,2024-12-09,490.71,Exponential smoothing,Говядина,лопатка,ЮФО
714,2024-12-16,491.01,Exponential smoothing,Говядина,лопатка,ЮФО
715,2024-12-23,490.42,Exponential smoothing,Говядина,лопатка,ЮФО
716,2024-12-30,488.28,Exponential smoothing,Говядина,лопатка,ЮФО
717,2025-01-06,487.78,Exponential smoothing,Говядина,лопатка,ЮФО
718,2025-01-13,486.34,Exponential smoothing,Говядина,лопатка,ЮФО
719,2025-01-20,486.99,Exponential smoothing,Говядина,лопатка,ЮФО
3690,2024-07-01,377.7,Exponential smoothing,Говядина,полутуши,ВСЕ
3691,2024-07-08,375.47,Exponential smoothing,Говядина,полутуши,ВСЕ
3692,2024-07-15,374.85,Exponential smoothing,Говядина,полутуши,ВСЕ
3693,2024-07-22,374.2,Exponential smoothing,Говядина,полутуши,ВСЕ
3694,2024-07-29,374.8,Exponential smoothing,Говядина,полутуши,ВСЕ
3695,2024-08-05,372.41,Exponential smoothing,Говядина,полутуши,ВСЕ
3696,2024-08-12,372.5,Exponential smoothing,Говядина,полутуши,ВСЕ
3697,2024-08-19,371.41,Exponential smoothing,Говядина,полутуши,ВСЕ
3698,2024-08-26,370.66,Exponential smoothing,Говядина,полутуши,ВСЕ
3699,2024-09-02,370.55,Exponential smoothing,Говядина,полутуши,ВСЕ
3700,2024-09-09,369.8,Exponential smoothing,Говядина,полутуши,ВСЕ
3701,2024-09-16,369.86,Exponential smoothing,Говядина,полутуши,ВСЕ
3702,2024-09-23,368.66,Exponential smoothing,Говядина,полутуши,ВСЕ
3703,2024-09-30,368.58,Exponential smoothing,Говядина,полутуши,ВСЕ
3704,2024-10-07,369.08,Exponential smoothing,Говядина,полутуши,ВСЕ
3705,2024-10-14,371.12,Exponential smoothing,Говядина,полутуши,ВСЕ
3706,2024-10-21,371.51,Exponential smoothing,Говядина,полутуши,ВСЕ
3707,2024-10-28,373.09,Exponential smoothing,Говядина,полутуши,ВСЕ
3708,2024-11-04,372.71,Exponential smoothing,Говядина,полутуши,ВСЕ
3709,2024-11-11,373.13,Exponential smoothing,Говядина,полутуши,ВСЕ
3710,2024-11-18,373.34,Exponential smoothing,Говядина,полутуши,ВСЕ
3711,2024-11-25,373.54,Exponential smoothing,Говядина,полутуши,ВСЕ
3712,2024-12-02,371.51,Exponential smoothing,Говядина,полутуши,ВСЕ
3713,2024-12-09,370.31,Exponential smoothing,Говядина,полутуши,ВСЕ
3714,2024-12-16,368.39,Exponential smoothing,Говядина,полутуши,ВСЕ
3715,2024-12-23,368.43,Exponential smoothing,Говядина,полутуши,ВСЕ
3716,2024-12-30,368.77,Exponential smoothing,Говядина,полутуши,ВСЕ
3717,2025-01-06,369.34,Exponential smoothing,Говядина,полутуши,ВСЕ
3718,2025-01-13,369.55,Exponential smoothing,Говядина,полутуши,ВСЕ
3719,2025-01-20,370.86,Exponential smoothing,Говядина,полутуши,ВСЕ
720,2024-07-01,468.27,Exponential smoothing,Говядина,полутуши,Москва
721,2024-07-08,465.72,Exponential smoothing,Говядина,полутуши,Москва
722,2024-07-15,460.65,Exponential smoothing,Говядина,полутуши,Москва
723,2024-07-22,457.42,Exponential smoothing,Говядина,полутуши,Москва
724,2024-07-29,459.51,Exponential smoothing,Говядина,полутуши,Москва
725,2024-08-05,455.83,Exponential smoothing,Говядина,полутуши,Москва
726,2024-08-12,456.46,Exponential smoothing,Говядина,полутуши,Москва
727,2024-08-19,456.28,Exponential smoothing,Говядина,полутуши,Москва
728,2024-08-26,456.02,Exponential smoothing,Говядина,полутуши,Москва
729,2024-09-02,459.96,Exponential smoothing,Говядина,полутуши,Москва
730,2024-09-09,465.4,Exponential smoothing,Говядина,полутуши,Москва
731,2024-09-16,467.12,Exponential smoothing,Говядина,полутуши,Москва
732,2024-09-23,467.2,Exponential smoothing,Говядина,полутуши,Москва
733,2024-09-30,468.22,Exponential smoothing,Говядина,полутуши,Москва
734,2024-10-07,471.09,Exponential smoothing,Говядина,полутуши,Москва
735,2024-10-14,476.12,Exponential smoothing,Говядина,полутуши,Москва
736,2024-10-21,482.29,Exponential smoothing,Говядина,полутуши,Москва
737,2024-10-28,482.66,Exponential smoothing,Говядина,полутуши,Москва
738,2024-11-04,478.21,Exponential smoothing,Говядина,полутуши,Москва
739,2024-11-11,474.84,Exponential smoothing,Говядина,полутуши,Москва
740,2024-11-18,473.46,Exponential smoothing,Говядина,полутуши,Москва
741,2024-11-25,473.66,Exponential smoothing,Говядина,полутуши,Москва
742,2024-12-02,471.68,Exponential smoothing,Говядина,полутуши,Москва
743,2024-12-09,471.38,Exponential smoothing,Говядина,полутуши,Москва
744,2024-12-16,466.14,Exponential smoothing,Говядина,полутуши,Москва
745,2024-12-23,463.64,Exponential smoothing,Говядина,полутуши,Москва
746,2024-12-30,460.22,Exponential smoothing,Говядина,полутуши,Москва
747,2025-01-06,456.12,Exponential smoothing,Говядина,полутуши,Москва
748,2025-01-13,458.11,Exponential smoothing,Говядина,полутуши,Москва
749,2025-01-20,464.77,Exponential smoothing,Говядина,полутуши,Москва
750,2024-07-01,370.37,Exponential smoothing,Говядина,полутуши,ПФО
751,2024-07-08,369.91,Exponential smoothing,Говядина,полутуши,ПФО
752,2024-07-15,368.91,Exponential smoothing,Говядина,полутуши,ПФО
753,2024-07-22,367.49,Exponential smoothing,Говядина,полутуши,ПФО
754,2024-07-29,366.78,Exponential smoothing,Говядина,полутуши,ПФО
755,2024-08-05,366.59,Exponential smoothing,Говядина,полутуши,ПФО
756,2024-08-12,366.43,Exponential smoothing,Говядина,полутуши,ПФО
757,2024-08-19,366.18,Exponential smoothing,Говядина,полутуши,ПФО
758,2024-08-26,366.04,Exponential smoothing,Говядина,полутуши,ПФО
759,2024-09-02,365.88,Exponential smoothing,Говядина,полутуши,ПФО
760,2024-09-09,365.01,Exponential smoothing,Говядина,полутуши,ПФО
761,2024-09-16,363.64,Exponential smoothing,Говядина,полутуши,ПФО
762,2024-09-23,362.09,Exponential smoothing,Говядина,полутуши,ПФО
763,2024-09-30,360.44,Exponential smoothing,Говядина,полутуши,ПФО
764,2024-10-07,359.73,Exponential smoothing,Говядина,полутуши,ПФО
765,2024-10-14,359.72,Exponential smoothing,Говядина,полутуши,ПФО
766,2024-10-21,360.33,Exponential smoothing,Говядина,полутуши,ПФО
767,2024-10-28,361.4,Exponential smoothing,Говядина,полутуши,ПФО
768,2024-11-04,362.29,Exponential smoothing,Говядина,полутуши,ПФО
769,2024-11-11,363.02,Exponential smoothing,Говядина,полутуши,ПФО
770,2024-11-18,363.68,Exponential smoothing,Говядина,полутуши,ПФО
771,2024-11-25,364.27,Exponential smoothing,Говядина,полутуши,ПФО
772,2024-12-02,363.96,Exponential smoothing,Говядина,полутуши,ПФО
773,2024-12-09,363.22,Exponential smoothing,Говядина,полутуши,ПФО
774,2024-12-16,362.99,Exponential smoothing,Говядина,полутуши,ПФО
775,2024-12-23,362.59,Exponential smoothing,Говядина,полутуши,ПФО
776,2024-12-30,363.33,Exponential smoothing,Говядина,полутуши,ПФО
777,2025-01-06,364.37,Exponential smoothing,Говядина,полутуши,ПФО
778,2025-01-13,364.89,Exponential smoothing,Говядина,полутуши,ПФО
779,2025-01-20,365.03,Exponential smoothing,Говядина,полутуши,ПФО
780,2024-07-01,283.39,Exponential smoothing,Говядина,полутуши,СЗФО
781,2024-07-08,283.27,Exponential smoothing,Говядина,полутуши,СЗФО
782,2024-07-15,284.7,Exponential smoothing,Говядина,полутуши,СЗФО
783,2024-07-22,285.88,Exponential smoothing,Говядина,полутуши,СЗФО
784,2024-07-29,286.84,Exponential smoothing,Говядина,полутуши,СЗФО
785,2024-08-05,288.28,Exponential smoothing,Говядина,полутуши,СЗФО
786,2024-08-12,289.88,Exponential smoothing,Говядина,полутуши,СЗФО
787,2024-08-19,291.77,Exponential smoothing,Говядина,полутуши,СЗФО
788,2024-08-26,293.87,Exponential smoothing,Говядина,полутуши,СЗФО
789,2024-09-02,295.45,Exponential smoothing,Говядина,полутуши,СЗФО
790,2024-09-09,296.63,Exponential smoothing,Говядина,полутуши,СЗФО
791,2024-09-16,297.84,Exponential smoothing,Говядина,полутуши,СЗФО
792,2024-09-23,298.37,Exponential smoothing,Говядина,полутуши,СЗФО
793,2024-09-30,299.26,Exponential smoothing,Говядина,полутуши,СЗФО
794,2024-10-07,300.39,Exponential smoothing,Говядина,полутуши,СЗФО
795,2024-10-14,300.46,Exponential smoothing,Говядина,полутуши,СЗФО
796,2024-10-21,299.74,Exponential smoothing,Говядина,полутуши,СЗФО
797,2024-10-28,299.38,Exponential smoothing,Говядина,полутуши,СЗФО
798,2024-11-04,299.27,Exponential smoothing,Говядина,полутуши,СЗФО
799,2024-11-11,299.55,Exponential smoothing,Говядина,полутуши,СЗФО
800,2024-11-18,299.29,Exponential smoothing,Говядина,полутуши,СЗФО
801,2024-11-25,299.11,Exponential smoothing,Говядина,полутуши,СЗФО
802,2024-12-02,298.17,Exponential smoothing,Говядина,полутуши,СЗФО
803,2024-12-09,297.57,Exponential smoothing,Говядина,полутуши,СЗФО
804,2024-12-16,296.78,Exponential smoothing,Говядина,полутуши,СЗФО
805,2024-12-23,296.84,Exponential smoothing,Говядина,полутуши,СЗФО
806,2024-12-30,297.53,Exponential smoothing,Говядина,полутуши,СЗФО
807,2025-01-06,298.68,Exponential smoothing,Говядина,полутуши,СЗФО
808,2025-01-13,300.19,Exponential smoothing,Говядина,полутуши,СЗФО
809,2025-01-20,301.34,Exponential smoothing,Говядина,полутуши,СЗФО
810,2024-07-01,339.19,Exponential smoothing,Говядина,полутуши,СФО
811,2024-07-08,338.75,Exponential smoothing,Говядина,полутуши,СФО
812,2024-07-15,341.75,Exponential smoothing,Говядина,полутуши,СФО
813,2024-07-22,345.92,Exponential smoothing,Говядина,полутуши,СФО
814,2024-07-29,348.82,Exponential smoothing,Говядина,полутуши,СФО
815,2024-08-05,351.54,Exponential smoothing,Говядина,полутуши,СФО
816,2024-08-12,352.77,Exponential smoothing,Говядина,полутуши,СФО
817,2024-08-19,352.86,Exponential smoothing,Говядина,полутуши,СФО
818,2024-08-26,352.38,Exponential smoothing,Говядина,полутуши,СФО
819,2024-09-02,352.14,Exponential smoothing,Говядина,полутуши,СФО
820,2024-09-09,352.02,Exponential smoothing,Говядина,полутуши,СФО
821,2024-09-16,352.15,Exponential smoothing,Говядина,полутуши,СФО
822,2024-09-23,350.56,Exponential smoothing,Говядина,полутуши,СФО
823,2024-09-30,349.41,Exponential smoothing,Говядина,полутуши,СФО
824,2024-10-07,348.56,Exponential smoothing,Говядина,полутуши,СФО
825,2024-10-14,347.04,Exponential smoothing,Говядина,полутуши,СФО
826,2024-10-21,345.02,Exponential smoothing,Говядина,полутуши,СФО
827,2024-10-28,343.75,Exponential smoothing,Говядина,полутуши,СФО
828,2024-11-04,343.02,Exponential smoothing,Говядина,полутуши,СФО
829,2024-11-11,342.32,Exponential smoothing,Говядина,полутуши,СФО
830,2024-11-18,341.62,Exponential smoothing,Говядина,полутуши,СФО
831,2024-11-25,340.86,Exponential smoothing,Говядина,полутуши,СФО
832,2024-12-02,340.05,Exponential smoothing,Говядина,полутуши,СФО
833,2024-12-09,339.06,Exponential smoothing,Говядина,полутуши,СФО
